"grid_id","population_km2"
1,225.778858115979
2,1140.37819184852
3,187.777253490503
4,220.891398726437
5,13.1035829864097
6,648.501739880746
7,998.217421875058
8,281.245261747606
9,252.393641977227
10,650.396322713859
11,3137.25287881034
12,264.770683593737
13,207.31597656249
14,274.644048120566
15,148.881838827166
16,0
17,1210.99233260897
18,1676.78421875008
19,155.803320312508
20,160.18875
21,113.4668359375
22,0.593855765184444
23,42.9890490541063
24,286.243089648046
25,5876.95394838001
26,271.205527343735
27,212.885800781239
28,100.336298828125
29,129.271993125798
30,254.179423870096
31,3583.0480539924
32,3394.78065876252
33,161.077871093758
34,73.4975537109377
35,101.5359765625
36,109.9518026351
37,0
38,15.9713733036764
39,595.306621404249
40,6201.8178869059
41,1025.58017056866
42,110.225996093746
43,90.3319824218757
44,244.976132812502
45,204.121116235477
46,30.7067094745904
47,90.1401706655827
48,1635.93613686502
49,0.00201680183573628
50,395.22867413893
51,61.8206835937504
52,67.3023925781254
53,113.810136718751
54,39.9543952297393
55,0.00382858887366103
56,42.983614072371
57,3.09299256014465
58,345.952187499981
59,732.456743185737
60,21.0186971856537
61,223.532890624988
62,45.9563134765623
63,112.795283203124
64,160.420332031249
65,271.226953124999
66,95.1757424329225
67,0.14186663829562
68,107.040225846423
69,1.81696835071535
70,7.08460765107197
71,44.424938276216
72,538.022015385844
73,907.149866990489
74,270.163964843764
75,1.05446361423037
76,34.0681738281267
77,105.787197265625
78,104.5859765625
79,38.1845532226563
80,157.977412109375
81,126.06974609375
82,8.38947074347399
83,579.898034049782
84,16.9363613342372
85,767.736722182789
86,198.803739371425
87,29.5843873445093
88,3.96931042497078
89,23.4428192023934
90,41.5778663762837
91,134.427194436788
92,8.88534167496785
93,180.9611496045
94,1.49942099743108
95,25.0590345957731
96,741.097131477576
97,2.23978027343739
98,116.688017578119
99,101.92764648437
100,42.5532373046876
101,45.6006103515627
102,74.4465478515628
103,515.242929687502
104,91.8413281250003
105,88.9258241938742
106,53.0678706818412
107,5.16867981766793
108,96.5514185483658
109,1335.56652829316
110,322.75110019414
111,296.836959862593
112,141.634995388849
113,42.1291748046874
114,18.7195520019531
115,29.1079560799323
116,17.3125930594446
117,13.9842798126912
118,7.84908874511762
119,20.7712600078876
120,16.2269161105239
121,5.91913490277042
122,40.5828833007835
123,0.212221508026135
124,139.366601562508
125,147.105058593751
126,56.8234228515629
127,32.8113916015627
128,118.337861328126
129,127.559960937501
130,87.3211718750006
131,92.7202929687507
132,51.9382812500004
133,52.4837841765297
134,505.173104635332
135,0
136,1054.10869366308
137,1272.64647692966
138,254.061753385413
139,282.149978559803
140,28.7397753906237
141,166.516433830865
142,169.420378714938
143,2.34798141479492
144,2.76231994628906
145,37.7998413085947
146,28.6309838867194
147,5.41023620605456
148,71.9899511718716
149,7.29498229980434
150,4.91993391573507
151,21.7435516877724
152,19.1041210937491
153,26.17698486328
154,81.8110644531211
