"grid_id","gas_stations_km2"
1,0.0481248642619374
2,0.457816440975819
3,0.0269020611073853
4,0
5,0
6,0
7,1.22000000000007
8,0.528735770304895
9,0.295042410005827
10,0.693813585622044
11,1.50951283842884
12,0.0999999999999951
13,0.00999999999999951
14,0.561993004278945
15,0.0398501695756665
16,0
17,0.232923874568731
18,0.750000000000037
19,0.0600000000000029
20,0.790000000000001
21,0.0800000000000001
22,0
23,0
24,0
25,3.26143763027207
26,0.249999999999987
27,0.0699999999999962
28,0.25
29,1.06463198875276
30,0.133264211135508
31,1.25777309221649
32,1.61006892499728
33,0.110000000000006
34,0.01
35,0.1
36,0.502937957374441
37,0
38,0
39,0.250093515351607
40,3.1261007824745
41,0.894919202849054
42,0.0199999999999992
43,0.0600000000000004
44,0.640000000000005
45,0.0149453312844552
46,0
47,0.220532371784242
48,1.30200737085986
49,0
50,0.357215664847004
51,0.0200000000000001
52,0.230000000000001
53,0.0700000000000004
54,0.19130064105912
55,0
56,0.0697312870609453
57,0
58,0.419999999999978
59,0.703220386706033
60,0.0110569532454712
61,0.289999999999984
62,0.0199999999999999
63,0.159999999999999
64,0.159999999999999
65,0.779999999999996
66,0.216636080894721
67,0
68,0
69,0
70,0
71,0
72,1.98593497111997
73,0.628773836463698
74,0.180000000000009
75,0.0943620405268531
76,0
77,0.2
78,0.19
79,0.0400000000000001
80,0.210000000000001
81,0.16
82,0
83,0.840929776446188
84,0
85,0.432944185907907
86,0.183782800748678
87,0.0232189599308265
88,0
89,0.0234897628856309
90,0
91,0
92,0
93,0.0981531835171861
94,0
95,0.0430052109819259
96,0.98956424794678
97,0
98,0.189999999999991
99,0.359999999999983
100,0.0200000000000001
101,0.11
102,0.160000000000001
103,1.24
104,0.14
105,0.178124995764636
106,0.0316203434373822
107,0
108,0
109,1.10465394047928
110,0.533776013159266
111,0.175678460801262
112,0.118689996521511
113,0
114,0.02
115,0
116,0.0123788083473563
117,0.13452560463314
118,0
119,0.0144930340513847
120,0.0323827695929993
121,0.0433874591044333
122,0.130000000000007
123,0
124,0.100000000000005
125,0.0900000000000006
126,0.0200000000000001
127,0.0100000000000001
128,0.0500000000000004
129,0.180000000000001
130,0.120000000000001
131,0.0100000000000001
132,0.200000000000001
133,0.0130179308603007
134,1.19917793204169
135,0
136,0
137,2.08245603666322
138,0.803133692450026
139,0.400828647584224
140,0
141,0
142,0
143,0
144,0
145,0.0300000000000007
146,0.0700000000000017
147,0
148,0.019999999999999
149,0
150,0
151,0.150333392751963
152,0.0499999999999976
153,0.00999999999999952
154,0.169999999999992
155,0.68
156,0.04
157,0.11
158,0.09
159,0.04
160,0.01
161,0.04
162,0.12
163,0.257909428277616
164,0.2556876468361
165,0
166,1.5709984966594
167,1.24412550975769
168,0.490000000000023
169,0.260000000000012
170,0.0600000000000029
171,0.211645221313502
172,0.43604181411422
173,0.120000000000001
174,0
175,0.0499999999999991
176,0.0899999999999984
177,0.0200000000000012
178,0
179,0
180,0
181,0.0100000000000006
182,0
183,0.0100000000000006
184,0.0700000000000001
185,0.02
186,0.26
187,0.1
188,0.12
189,0.33
190,0.0800000000000001
191,0.21
192,0.13
193,1.3896616755307
194,0.718168891417003
195,1.85727609054151
196,7.4734805213401
197,0.169999999999992
198,0.559999999999974
199,0.149999999999993
200,0
201,0.0583942171512063
202,0.0500000000000005
203,0
204,0
205,0
206,0
207,0
208,0.0499999999999976
209,0
210,0.0299999999999986
211,0.019999999999999
212,0.019999999999999
213,0.0499999999999976
214,0.190000000000001
215,0.0200000000000001
216,0.0600000000000002
217,0.0700000000000002
218,0.0600000000000002
219,0.0300000000000001
220,0.01
221,0.01
222,0.260000000000001
223,0.162874916909092
224,1.45000000000008
225,2.87000000000001
226,3.39000000000019
227,0.810000000000046
228,0.100000000000006
229,0.0800000000000046
230,0.160000000000009
231,0.0833571858628061
232,0.324944981497661
233,0.0899999999999993
234,0.0499999999999982
235,0
236,0.0699999999999974
237,0.0100000000000004
238,0.0300000000000012
239,0.0200000000000008
240,0
241,0.0400000000000016
242,0
243,0.050000000000002
244,0.0199999999999997
245,0.0499999999999993
246,0.299999999999996
247,0.0899999999999988
248,0.00999999999999987
249,0.0199999999999997
250,0.659999999999991
251,0.109999999999999
252,0.0899999999999988
253,0.279999999999996
254,0.549999999999967
255,1.19999999999998
256,1.34999999999992
257,0.839999999999949
258,0.239999999999985
259,0.0399999999999976
260,0.0199999999999988
261,0
262,0
263,0.0200000000000001
264,0
265,0.0100000000000003
266,0.0100000000000003
267,0
268,0
269,0
270,0.0599999999999971
271,0
272,0.019999999999999
273,0.00999999999999952
274,0.00999999999999952
275,0
276,0.120000000000001
277,0.130000000000001
278,0.0900000000000005
279,0.130000000000001
280,0.0400000000000002
281,1.26000000000001
282,0.460000000000003
283,0.630000000000004
284,0.190000000000001
285,1.32000000000008
286,0.0300000000000002
287,0.330000000000019
288,0.270000000000015
289,2.39000000000014
290,0.0600000000000034
291,0.0100000000000006
292,0.12313787235081
293,0.542605004936397
294,0
295,0
296,0
297,0
298,0.0300000000000016
299,0.0200000000000011
300,0
301,0
302,0.0300000000000016
303,0.280000000000015
304,0
305,0
306,0.0400000000000001
307,0.0500000000000001
308,0.340000000000001
309,0.02
310,0.0700000000000002
311,0.490000000000001
312,0.0300000000000001
313,0
314,0.01
315,0.20999999999999
316,0.0900000000000002
317,0.929999999999954
318,0.98999999999995
319,0.259999999999987
320,0.129999999999994
321,0.379999999999981
322,0.059999999999997
323,0
324,0
325,0.0799999999999992
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0.00999999999999994
337,0
338,0.0899999999999995
339,0.0699999999999996
340,0.0599999999999996
341,0.0299999999999998
342,0.0199999999999999
343,0.00999999999999994
344,0.00999999999999994
345,0.0299999999999998
346,0.0300000000000011
347,0.159999999999999
348,0.870000000000033
349,0.460000000000018
350,0.200000000000008
351,0.110000000000004
352,0
353,0.063879269580649
354,0.459999999999999
355,0.0399999999999999
356,0
357,0.0999999999999969
358,0.00999999999999969
359,0
360,0
361,0.130000000000006
362,0.100000000000005
363,0.190000000000009
364,0.0100000000000005
365,0.0100000000000005
366,0.00999999999999993
367,0
368,0.129999999999999
369,0
370,0.0399999999999997
371,0.0199999999999999
372,0.159999999999999
373,0.0199999999999999
374,0
375,0.109999999999999
376,0
377,0
378,0.529999999999973
379,0.39999999999998
